baci,5855,56
bffi,5865,66
bbad,5868,69
bcij,5870,71
bife,5871,72
bejb,5875,76
baai,5881,82
bddi,5881,82
becf,5886,87
bjci,5886,87
bfhf,5900,1
bbeh,5905,6
bdgb,5956,57
bgaf,5980,81
bhga,5987,88
baje,5996,97
bbcf,5996,97
bjcg,6010,11
bebb,6011,12
bajb,6013,14
bigd,6028,29
bhgc,6032,33
baah,6042,43
bdbj,6046,47
beif,6053,54
bfij,6071,72
bbji,6074,75
bgig,6091,92
bgfj,6099,100
bjji,6099,100
bfci,6100,1
biij,6107,8
bcih,6122,23
bhgf,6132,33
bcca,6134,35
bdda,6139,40
bbhf,6140,41
bccd,6157,58
bhac,6166,67
bgdh,6170,71
bcfg,6178,79
bijc,6188,89
bhja,6198,99
bgaj,6209,10
bjbi,6218,19
bhbd,6222,23
bdbh,6225,26
bgib,6226,27
bgfi,6234,35
bihf,6242,43
bbfa,6244,45
bbfd,6244,45
bgeb,6251,52
bbii,6278,79
baia,6304,5
beeg,6315,16
bbaf,6316,17
bcad,6329,30
bdbd,6329,30
befa,6333,34
bihj,6338,39
bfhh,6355,56
bhdj,6355,56
bbjj,6389,90
bajc,6390,91
babg,6397,98
bjcd,6410,11
bcea,6424,25
bfie,6424,25
bchi,6452,53
biie,6456,57
babd,6477,78
bjae,6490,91
bhbf,6496,97
bhbj,6500,1
bebj,6523,24
bcdj,6525,26
bhff,6526,27
bjhg,6534,35
bece,6550,51
bjfj,6558,59
bcji,6559,60
bdab,6566,67
bjcb,6570,71
bgde,6575,76
bcgc,6582,83
bhjc,6598,99
bfaf,6602,3
bfhi,6614,15
bjce,6621,22
bgha,6623,24
bhcc,6633,34
bgeh,6648,49
bcjh,6650,51
bgjj,6654,55
bahh,6656,57
bdia,6660,61
bgei,6678,79
bfjc,6683,84
bffj,6688,89
biic,6700,1
badb,6707,8
bbij,6715,16
bbjb,6730,31
bibh,6737,38
bhai,6742,43
baga,6769,70
bbjd,6785,86
becb,6789,90
bejh,6791,92
beaf,6804,5
bdej,6816,17
bbef,6827,28
bjia,6830,31
bgbf,6834,35
bedf,6840,41
bafj,6850,51
badc,6862,63
bbci,6890,91
beaa,6894,95
bhef,6903,4
becd,6915,16
bege,6915,16
bbda,6918,19
bghi,6929,30
beia,6950,51
bbgb,6955,56
baij,6960,61
bidd,6978,79
bfih,7012,13
befb,7016,17
bbcd,7025,26
bdag,7037,38
beca,7038,39
bhce,7044,45
bdgj,7053,54
bfej,7056,57
bhdc,7066,67
bhba,7119,20
bjhe,7122,23
bcgh,7129,30
bcic,7139,40
bgda,7141,42
bjbb,7155,56
bbbc,7161,62
bgdf,7161,62
bacj,7178,79
bfde,7193,94
bjgb,7203,4
baca,7205,6
bfdb,7214,15
bcaj,7219,20
bjjb,7221,22
bbie,7237,38
bbif,7281,82
bbdb,7287,88
bfac,7292,93
bfhg,7307,8
bgec,7319,20
bhig,7322,23
bbbh,7323,24
bjhb,7327,28
bgad,7343,44
baig,7354,55
biib,7361,62
bieh,7369,70
bheg,7373,74
bifa,7397,98
bfgi,7429,30
bfgf,7447,48
bjcj,7453,54
bejd,7469,70
bbeg,7480,81
bchc,7485,86
bccj,7503,4
bbhb,7507,8
bbee,7514,15
bcda,7531,32
bgfb,7531,32
bfah,7533,34
bgcd,7536,37
bihh,7544,45
bhec,7545,46
bdcc,7556,57
bjef,7563,64
bhcg,7566,67
baib,7567,68
bdij,7568,69
biff,7568,69
bbia,7569,70
bcif,7574,75
bgge,7575,76
bdha,7579,80
bhhb,7602,3
bahe,7644,45
bhcj,7652,53
bebf,7689,90
bjcc,7689,90
bcdb,7701,2
bcaa,7703,4
bdfa,7703,4
bejg,7714,15
bddj,7721,22
bbhh,7737,38
bjjf,7751,52
bfjg,7754,55
bggh,7755,56
bjbh,7762,63
bcdd,7779,80
bebc,7783,84
bjge,7785,86
bfbj,7817,18
bgif,7818,19
bcbj,7842,43
bgdd,7847,48
baei,7851,52
bbjh,7852,53
bjad,7870,71
bbid,7873,74
bdhi,7887,88
bhha,7891,92
bahf,7914,15
bddd,7917,18
beja,7922,23
bcfb,7926,27
bcbd,7930,31
begj,7971,72
baid,7988,89
bjdi,7990,91
bjgi,8026,27
bajd,8029,30
beij,8058,59
bjja,8075,76
bdai,8090,91
bibc,8093,94
bgia,8096,97
bgfd,8100,1
befc,8114,15
bahj,8125,26
bjga,8126,27
bgbg,8138,39
bbgd,8139,40
beea,8139,40
bfhj,8141,42
bfii,8158,59
bhjh,8199,100
bgfg,8210,11
bjhj,8212,13
bahd,8223,24
bhfd,8244,45
bjgd,8248,49
bcdg,8284,85
bcdc,8314,15
bejc,8350,51
bcgb,8362,63
bage,8363,64
bdaa,8364,65
bhee,8366,67
bhje,8372,73
bbha,8385,86
bajj,8390,91
bbbg,8391,92
bbhi,8397,98
bgjc,8404,5
bgbh,8430,31
bgcj,8440,41
bdca,8447,48
bgbb,8451,52
bhaf,8466,67
bdhc,8477,78
bhhe,8479,80
bfcd,8491,92
bbce,8501,2
bjbj,8519,20
bhjf,8521,22
biha,8522,23
bbch,8528,29
bffa,8531,32
bghg,8542,43
bagg,8546,47
badf,8563,64
bfai,8579,80
bfif,8582,83
bhjd,8582,83
bfgh,8588,89
bbfg,8592,93
bidb,8617,18
bbhc,8626,27
bbgf,8629,30
bgae,8639,40
bdeg,8645,46
baba,8657,58
bebi,8657,58
beae,8674,75
bjbe,8674,75
bgij,8677,78
bjch,8683,84
bgai,8688,89
bhea,8707,8
bacd,8711,12
bgea,8731,32
bbbd,8738,39
bgjh,8739,40
biaf,8748,49
behj,8753,54
bheh,8759,60
bbff,8805,6
biii,8826,27
bgdj,8868,69
bega,8872,73
bjdh,8873,74
bjeh,8873,74
bhcd,8882,83
bgih,8888,89
bjec,8889,90
bhgi,8895,96
bbge,8897,98
bdae,8909,10
bceh,8913,14
bigi,8916,17
bbjf,8919,20
babf,8946,47
bigj,8949,50
bdic,8958,59
bedb,8974,75
bggc,8979,80
bbfh,8996,97
bebe,9014,15
baad,9028,29
bdcd,9031,32
biig,9088,89
bcbf,9098,99
bied,9118,19
bbgc,9121,22
bjgf,9153,54
bjee,9180,81
bhfb,9182,83
bacc,9190,91
bdba,9190,91
bbba,9204,5
bcdh,9205,6
baii,9244,45
babj,9267,68
biih,9269,70
bhch,9270,71
befi,9273,74
bgfa,9296,97
bded,9299,100
bjea,9301,2
bigf,9307,8
behe,9309,10
bfcf,9309,10
bdbf,9345,46
baff,9365,66
bcga,9367,68
bcce,9376,77
bdbc,9401,2
bebd,9405,6
bjib,9411,12
bdfb,9413,14
bcjf,9429,30
bagb,9430,31
bgdi,9459,60
bffe,9466,67
bebh,9469,70
beha,9475,76
bdbb,9482,83
bhfc,9482,83
bagj,9503,4
bbde,9507,8
bagh,9517,18
baic,9533,34
bjfc,9533,34
bddf,9551,52
bgbd,9555,56
bcib,9560,61
bihc,9569,70
bffh,9575,76
bhaj,9592,93
bgag,9595,96
bijf,9600,1
bdfh,9608,9
bide,9608,9
baeb,9615,16
bgeg,9623,24
bddg,9631,32
biia,9631,32
bbdh,9642,43
baif,9653,54
bjda,9662,63
baab,9684,85
bjbg,9693,94
bigc,9699,100
bibd,9700,1
bggg,9708,9
bggb,9727,28
bdci,9749,50
bgii,9755,56
bfia,9763,64
bfid,9773,74
bjed,9795,96
bfdi,9797,98
bfjb,9803,4
bgej,9821,22
bada,9824,25
bbej,9832,33
bdaj,9841,42
bdhh,9843,44
bbgj,9850,51
bdgh,9857,58
bbab,9878,79
bdhf,9878,79
bifh,9902,3
befd,9903,4
bagc,9910,11
bche,9936,37
bcie,9944,45
bfge,9947,48
bhjj,9962,63
bihi,9964,65
bjab,9965,66
bjjc,9966,67
bdah,9978,79
bfdh,9981,82
bdfc,9990,91
bcci,9998,99
cife,6,7
cajg,7,8
cjhg,15,16
cdfg,20,21
cdjj,22,23
cbca,35,36
cadd,37,38
cgbf,39,40
cbbe,57,58
cbbd,78,79
cadb,81,82
cidd,85,86
ched,101,2
cidc,117,18
cdbh,118,19
cehe,143,44
cjdj,146,47
chgb,156,57
cjjg,164,65
ciif,175,76
cjgi,179,80
ceja,183,84
ceig,229,30
cbfd,233,34
caib,259,60
chfb,269,70
cdcg,292,93
cgja,298,99
cajj,301,2
cahi,310,11
cjbe,327,28
cjjh,328,29
cead,333,34
cfjj,333,34
caeb,334,35
caee,343,44
chfh,354,55
ceea,387,88
cggj,388,89
cefi,419,20
cdbd,420,21
cadi,437,38
caii,439,40
cggd,450,51
cici,451,52
cbed,476,77
cdga,478,79
cjjf,483,84
cdid,487,88
chej,494,95
cjhj,494,95
cegg,505,6
cfeg,522,23
cbjj,534,35
caci,548,49
cejh,605,6
ceab,624,25
cigd,630,31
ceij,648,49
chaf,666,67
cgde,668,69
cccd,669,70
cbba,685,86
cije,687,88
cfia,759,60
cchb,760,61
cbbh,774,75
cehi,790,91
cccj,791,92
ccbb,792,93
caad,795,96
cdib,806,7
ceee,808,9
cabh,841,42
ccif,846,47
cgbb,852,53
chdj,857,58
cdec,863,64
chfj,864,65
chcb,870,71
cajd,882,83
cihb,892,93
cfdb,898,99
cbjd,904,5
chgh,929,30
cjba,930,31
cefe,934,35
ccec,940,41
ccab,941,42
chde,957,58
cfid,978,79
cfea,983,84
caji,991,92
ceff,991,92
ccgc,995,96
cefa,1011,12
cecg,1047,48
chcf,1047,48
cbjh,1068,69
cjdi,1076,77
ccja,1101,2
cjhe,1104,5
caid,1126,27
cicj,1143,44
cjgc,1162,63
cghb,1171,72
cabj,1175,76
cdhi,1175,76
cjdb,1176,77
ciaa,1179,80
cjgg,1183,84
cagh,1185,86
cbgc,1192,93
cjhd,1195,96
ccfb,1225,26
cdai,1228,29
cdif,1229,30
cifi,1250,51
cdbg,1266,67
cjbg,1275,76
cieg,1278,79
cbfi,1291,92
cghh,1295,96
cega,1336,37
ceji,1336,37
cbje,1342,43
cigi,1348,49
cbch,1349,50
chff,1357,58
cjjb,1376,77
cihh,1420,21
cdgg,1481,82
cide,1487,88
chbc,1501,2
cddh,1505,6
cbcc,1519,20
cgjf,1526,27
cahf,1535,36
cjca,1537,38
caif,1551,52
cgcb,1564,65
cfbd,1569,70
caia,1571,72
chic,1593,94
cdcf,1612,13
ccci,1621,22
cbbg,1629,30
cdia,1635,36
cijd,1649,50
cbda,1650,51
cach,1656,57
cifg,1663,64
cfac,1665,66
chjd,1678,79
ccdc,1732,33
cidi,1739,40
cgag,1740,41
chef,1749,50
ccce,1764,65
cgej,1764,65
ccgd,1767,68
ceib,1801,2
cheb,1805,6
cfha,1808,9
ciec,1811,12
chhh,1833,34
cfdi,1835,36
cehb,1837,38
cjdh,1837,38
cdbb,1852,53
cdhg,1876,77
chdd,1877,78
cffj,1886,87
ccfe,1895,96
cich,1899,100
cfdj,1917,18
ccbe,1924,25
ceed,1954,55
cdji,1956,57
chai,1961,62
cgie,1966,67
ceia,1979,80
ciid,1980,81
cefh,1981,82
cfij,1986,87
cjbb,1994,95
ccfa,1997,98
cjeb,2006,7
cghj,2009,10
cfdc,2016,17
cjid,2022,23
cejg,2026,27
cibf,2029,30
chge,2033,34
cfhg,2041,42
ciae,2047,48
cdfd,2056,57
cbbj,2068,69
cabg,2079,80
ccjd,2097,98
cgch,2103,4
cjhh,2109,10
cebj,2110,11
cgii,2123,24
cheh,2140,41
cjda,2148,49
caec,2170,71
chad,2183,84
cefb,2186,87
cfca,2187,88
cgbh,2227,28
cjfc,2242,43
chea,2248,49
cjgj,2259,60
cdjf,2299,100
cddf,2321,22
chie,2323,24
chaj,2337,38
cfbc,2356,57
cbfa,2361,62
cgcj,2371,72
cecd,2396,97
chbg,2398,99
cdcc,2425,26
ciee,2425,26
cibj,2426,27
ccdh,2432,33
cgda,2436,37
cdei,2463,64
cfad,2468,69
cgfe,2472,73
cchh,2480,81
cdeg,2485,86
cdfe,2495,96
cebh,2499,100
ccgh,2502,3
cfgf,2503,4
ccjc,2521,22
cbih,2527,28
cgig,2529,30
cafh,2536,37
chdg,2544,45
ceeh,2549,50
cbhg,2554,55
cjgh,2556,57
cbah,2585,86
cfef,2595,96
ccic,2599,100
chag,2602,3
cagd,2613,14
ccha,2650,51
cddj,2659,60
caga,2660,61
cejf,2671,72
cjha,2702,3
cdje,2711,12
ceeg,2734,35
cgdj,2743,44
cede,2745,46
chid,2748,49
ceej,2749,50
cbhb,2782,83
cfgc,2784,85
cebe,2801,2
cgfd,2802,3
cchg,2807,8
cedf,2838,39
cbdh,2858,59
cccc,2859,60
cdff,2859,60
cdie,2862,63
ccef,2864,65
cdjd,2872,73
cdih,2882,83
cied,2897,98
cffa,2905,6
caij,2908,9
ccjg,2908,9
cejd,2908,9
ccaf,2926,27
cbgb,2941,42
cfgg,2980,81
ciff,2999,100
ceeb,3000,1
cecj,3003,4
chfa,3014,15
cifh,3017,18
cjdd,3030,31
cjie,3030,31
cjji,3039,40
caic,3040,41
chhd,3073,74
cdea,3076,77
cajb,3099,100
cicd,3105,6
cjee,3105,6
cahg,3115,16
cbae,3118,19
cbdc,3141,42
cgah,3179,80
cbaf,3184,85
cdhc,3188,89
ciea,3191,92
ciii,3193,94
cibi,3204,5
cgjg,3206,7
ciah,3222,23
cedd,3229,30
ceag,3233,34
caaj,3256,57
cehj,3291,92
cgji,3302,3
ccac,3316,17
ccge,3318,19
cfed,3339,40
cihi,3360,61
cbci,3367,68
cfde,3367,68
caai,3371,72
cgcc,3372,73
cjfd,3374,75
cfbi,3405,6
cdag,3413,14
cgff,3438,39
cicf,3439,40
caed,3444,45
cchc,3446,47
cajf,3454,55
ccdi,3462,63
ccde,3463,64
cejj,3476,77
ciad,3504,5
caih,3521,22
cfji,3533,34
cfgh,3539,40
cedj,3543,44
caba,3545,46
cfje,3555,56
cbdj,3567,68
cacd,3570,71
chib,3574,75
cfcb,3588,89
cbff,3590,91
cigj,3590,91
cchd,3591,92
caca,3604,5
cijj,3638,39
cfjf,3642,43
ciac,3646,47
cabd,3657,58
cebi,3663,64
cbaj,3679,80
ccga,3682,83
cijb,3705,6
cjdc,3707,8
cjhf,3723,24
cgai,3741,42
ceje,3747,48
cgbj,3761,62
cacj,3772,73
cihe,3789,90
ccdj,3796,97
chei,3798,99
ccib,3803,4
cjij,3807,8
ciic,3817,18
cfeh,3828,29
cacf,3866,67
cffc,3867,68
cbii,3904,5
cijc,3920,21
cfej,3927,28
cbbc,3938,39
chah,3938,39
cbeh,3941,42
cagi,3942,43
cefj,3960,61
ccdb,3964,65
cbga,3972,73
cada,4007,8
cdce,4007,8
cbdb,4008,9
cjcj,4026,27
cdbf,4034,35
cfig,4045,46
cgdc,4064,65
cghf,4067,68
ccih,4070,71
chig,4105,6
ccfi,4119,20
cige,4127,28
cjei,4127,28
ciga,4160,61
chgj,4167,68
ciji,4170,71
cdjh,4192,93
cccf,4201,2
cfaj,4203,4
chhi,4208,9
cgca,4214,15
chbi,4220,21
cjhc,4265,66
cbfe,4268,69
ccia,4272,73
cbaa,4289,90
cica,4289,90
cbjg,4290,91
cihg,4305,6
cjja,4307,8
ceai,4327,28
cdgi,4328,29
cggb,4330,31
cfbg,4332,33
cdhj,4339,40
caig,4365,66
cjeh,4380,81
cghe,4389,90
cgih,4400,1
ceaj,4408,9
cffd,4415,16
cehd,4418,19
cgij,4422,23
caea,4425,26
cebf,4428,29
cegj,4431,32
cdcd,4453,54
ccgf,4459,60
cgif,4461,62
cghd,4466,67
cjbj,4468,69
cgef,4482,83
ciej,4482,83
chji,4483,84
cbej,4493,94
cdja,4494,95
cagj,4506,7
cccb,4508,9
cecb,4509,10
cgha,4518,19
chbj,4521,22
cfdg,4527,28
cjac,4530,31
ccai,4612,13
cfjc,4630,31
cjeg,4652,53
cbic,4659,60
cjaf,4672,73
ceca,4675,76
ccji,4693,94
cfjg,4697,98
cieh,4707,8
chci,4716,17
cjed,4718,19
cbig,4722,23
cced,4725,26
ceah,4735,36
cicc,4737,38
ceii,4744,45
cjbd,4747,48
cbid,4780,81
cgae,4786,87
cfgj,4815,16
cadh,4817,18
cfih,4819,20
chhg,4822,23
chih,4823,24
ceie,4826,27
cahc,4840,41
ccfd,4856,57
cgbi,4858,59
cgjb,4861,62
cjbc,4864,65
cfch,4874,75
cgbc,4891,92
cbgj,4922,23
caie,4957,58
chhj,4972,73
cdad,4974,75
chjg,4977,78
ciig,4980,81
caei,4984,85
cdcj,4986,87
cbce,4989,90
ccig,4989,90
cdbj,5004,5
cbac,5020,21
cchj,5022,23
cfaa,5036,37
cefg,5044,45
cjci,5047,48
ciie,5070,71
cddg,5078,79
cegi,5097,98
cgjc,5104,5
cfcc,5157,58
cibe,5171,72
cdaa,5175,76
cfbh,5187,88
cgcd,5196,97
cbdi,5197,98
cija,5199,100
cjfa,5200,1
cgdf,5203,4
cebc,5214,15
cdaj,5219,20
cdci,5239,40
cfcf,5257,58
cdfj,5259,60
cbef,5260,61
cbif,5279,80
cage,5291,92
cbjc,5306,7
cjbh,5307,8
cgje,5312,13
caah,5333,34
cbhh,5334,35
cgab,5341,42
cffe,5377,78
cebg,5389,90
cfcd,5408,9
cggh,5423,24
ccej,5440,41
cchi,5454,55
cjcd,5457,58
chhb,5458,59
ccij,5461,62
cafj,5464,65
cjjd,5470,71
cjgb,5471,72
ceic,5477,78
cbad,5481,82
cche,5485,86
cigg,5499,100
cgbd,5500,1
ciha,5511,12
cgfi,5541,42
cdgb,5544,45
cagc,5545,46
cceb,5545,46
cggi,5548,49
cdcb,5558,59
ciaf,5558,59
chhe,5560,61
chdf,5567,68
ciag,5572,73
cfga,5576,77
cdca,5579,80
chda,5600,1
cgea,5623,24
cjjc,5630,31
cgic,5637,38
cidg,5644,45
cggg,5653,54
cecc,5661,62
cjfb,5664,65
chja,5687,88
cdjg,5694,95
chbh,5696,97
caje,5713,14
chhf,5715,16
cbeg,5724,25
ccba,5731,32
cgdd,5740,41
cfcj,5767,68
chcg,5806,7
cacb,5808,9
cdij,5824,25
ccjf,5839,40
cfjd,5842,43
cdhe,5855,56
ceec,5857,58
ccei,5862,63
cfci,5862,63
cbeb,5882,83
cgfj,5897,98
ciia,5902,3
ccbf,5918,19
cibg,5930,31
cijg,5938,39
chba,5948,49
chjb,5959,60
cbee,5960,61
cebb,5962,63
cbge,5964,65
chhc,5973,74
cedh,5979,80
ccaa,5990,91
cdef,5992,93
cbij,6013,14
caac,6030,31
cbei,6035,36
ccch,6054,55
cedb,6060,61
cbfb,6070,71
cibb,6071,72
cejb,6080,81
cgfg,6082,83
cjai,6092,93
cdfi,6126,27
cfic,6145,46
cbji,6146,47
chfg,6148,49
ccjj,6151,52
cjic,6159,60
cbia,6179,80
cijh,6186,87
cbdg,6207,8
cjce,6219,20
ciij,6230,31
cfab,6249,50
cbdf,6259,60
ciei,6259,60
chac,6277,78
cieb,6285,86
cfgb,6292,93
ccfc,6300,1
ccdf,6320,21
cddd,6330,31
cfdd,6367,68
cegc,6373,74
cgga,6386,87
cjhb,6386,87
chgd,6391,92
ceif,6411,12
cgjd,6418,19
cgge,6422,23
cida,6439,40
cdah,6446,47
cfah,6448,49
cigc,6449,50
cdgf,6470,71
chca,6471,72
cfce,6496,97
chii,6496,97
ceae,6507,8
cfjh,6535,36
cbea,6537,38
ccfh,6539,40
cdhf,6548,49
cabb,6553,54
cdeb,6588,89
ccda,6589,90
cdgj,6600,1
cfhb,6618,19
ccbh,6646,47
cicg,6659,60
cjbi,6667,68
cbdd,6671,72
cefd,6672,73
cjjj,6696,97
cfja,6705,6
cgei,6709,10
cfff,6715,16
cdii,6721,22
ciih,6733,34
ccbd,6743,44
cddb,6766,67
cfdh,6780,81
cggf,6788,89
cgad,6797,98
caha,6802,3
chbe,6815,16
cfhh,6832,33
cjig,6836,37
chch,6846,47
ciib,6846,47
chgi,6858,59
cgaj,6863,64
cged,6866,67
cejc,6869,70
caff,6887,88
ccgi,6891,92
cifb,6900,1
cgeg,6905,6
cgaf,6909,10
cdac,6911,12
cdch,6915,16
cihj,6917,18
cice,6921,22
ccid,6924,25
cgcf,6928,29
chdc,6928,29
cdej,6942,43
chgf,6947,48
cgac,6951,52
cjfi,6971,72
cief,6983,84
cceg,6995,96
cjae,7003,4
cdee,7008,9
chjh,7012,13
cceh,7015,16
cbag,7017,18
cfae,7019,20
ccfj,7031,32
cbgf,7034,35
cidh,7059,60
ccgb,7060,61
cfag,7061,62
cjdf,7063,64
cbgd,7114,15
cifa,7134,35
ccah,7142,43
ceaa,7144,45
cbhc,7157,58
cjde,7180,81
cfbf,7182,83
cbfj,7184,85
cdjb,7199,100
chjf,7202,3
ccbc,7208,9
cade,7228,29
cbcf,7232,33
cefc,7258,59
ccjh,7274,75
cgfb,7275,76
cdae,7287,88
chce,7288,89
cbhd,7294,95
cjii,7315,16
cgjh,7317,18
cihd,7322,23
cjfh,7330,31
cace,7332,33
cdab,7344,45
cbai,7360,61
cece,7381,82
ccii,7386,87
cfai,7389,90
ciai,7392,93
caej,7394,95
cdhb,7404,5
cgce,7406,7
ccjb,7420,21
ceac,7427,28
cehc,7432,33
cbfg,7465,66
cjfe,7474,75
ceei,7510,11
ccea,7516,17
cgdb,7518,19
cedi,7574,75
caag,7589,90
cfgd,7592,93
cbjf,7623,24
cfec,7637,38
cjah,7661,62
cgfh,7662,63
cegd,7667,68
cjej,7671,72
cacg,7673,74
cfii,7683,84
cigb,7689,90
cjdg,7702,3
cgaa,7703,4
chaa,7705,6
cjga,7709,10
chfc,7716,17
cagg,7717,18
cdjc,7720,21
chbb,7724,25
cabi,7733,34
cgeb,7737,38
cbcb,7755,56
cjgd,7768,69
cfei,7782,83
caef,7791,92
cbab,7793,94
cebd,7808,9
cdba,7820,21
chab,7820,21
cahh,7824,25
cfif,7874,75
cbjb,7876,77
ccgj,7901,2
cfeb,7927,28
chcd,7927,28
chbd,7937,38
cigf,7937,38
cffi,7941,42
cjih,7969,70
cidb,7983,84
cbcg,8004,5
cjaj,8017,18
cfib,8028,29
cdfb,8042,43
cijf,8047,48
ccff,8065,66
cfcg,8079,80
ccgg,8087,88
cdde,8092,93
cahj,8100,1
cjhi,8103,4
cdbi,8104,5
cghc,8125,26
chha,8139,40
cfaf,8160,61
cahe,8163,64
cajc,8163,64
cjcc,8173,74
cgbe,8182,83
chjj,8188,89
ciba,8194,95
chfe,8196,97
cbcd,8198,99
chfi,8203,4
cjcb,8218,19
cifd,8223,24
cdge,8226,27
ccae,8235,36
cehf,8240,41
cdeh,8274,75
cccg,8292,93
cjag,8305,6
chgg,8310,11
cdhh,8341,42
cjgf,8342,43
cafd,8346,47
cfda,8350,51
cahb,8367,68
cecf,8372,73
ccbg,8374,75
cdgc,8378,79
cgdi,8382,83
cacc,8396,97
cchf,8439,40
cbha,8443,44
ccbi,8445,46
cded,8451,52
cjff,8461,62
cifj,8466,67
cbib,8476,77
cjec,8493,94
cjge,8501,2
cjch,8509,10
cafe,8510,11
cidf,8517,18
cbgh,8523,24
cafi,8543,44
ceha,8560,61
cafg,8564,65
chec,8582,83
cjfg,8587,88
cafb,8588,89
cbhj,8589,90
cfhf,8590,91
cbfc,8600,1
cfbe,8606,7
cbfh,8624,25
ccbj,8630,31
chae,8638,39
ccee,8640,41
cihf,8653,54
ceef,8659,60
ccie,8660,61
chij,8660,61
cegh,8665,66
cdha,8668,69
chia,8679,80
cddc,8682,83
chje,8702,3
cbie,8709,10
ccaj,8732,33
cdic,8733,34
cdaf,8748,49
chfd,8749,50
cadf,8752,53
cgjj,8754,55
cgdh,8760,61
cddi,8767,68
cbbi,8769,70
cfhi,8771,72
caeh,8774,75
chdb,8774,75
cdbe,8777,78
cfie,8795,96
caae,8799,100
chjc,8816,17
cjef,8820,21
cgcg,8838,39
cbec,8851,52
cdfc,8852,53
cjcf,8861,62
cicb,8891,92
cbbf,8896,97
cagb,8902,3
ceci,8916,17
cbbb,8931,32
cghg,8948,49
ccag,8969,70
cahd,8972,73
ciab,8974,75
caja,8985,86
cbcj,8996,97
cgdg,9001,2
ccca,9011,12
cfge,9011,12
cabc,9019,20
cdbc,9022,23
cfdf,9035,36
ccfg,9058,59
ceba,9074,75
cfbj,9077,78
cgid,9091,92
cfhc,9094,95
chcj,9108,9
cegf,9118,19
cagf,9125,26
cdfh,9140,41
cjje,9145,46
cdgd,9160,61
cgib,9164,65
ccdg,9184,85
ccje,9187,88
cedg,9215,16
cehh,9229,30
ceid,9237,38
cadj,9265,66
cabe,9268,69
cibh,9276,77
cfgi,9283,84
cgeh,9316,17
cgba,9355,56
cfbb,9368,69
chcc,9383,84
cidj,9388,89
cgia,9411,12
cdda,9418,19
cech,9427,28
cehg,9429,30
cgfa,9429,30
cfhd,9445,46
ceda,9450,51
cege,9450,51
chga,9462,63
cbhf,9469,70
cbde,9489,90
cfee,9496,97
ccad,9499,100
caaf,9504,5
chdi,9505,6
cdhd,9531,32
caaa,9533,34
cadg,9541,42
cafc,9555,56
cgee,9589,90
cbhe,9610,11
cfjb,9611,12
cdfa,9631,32
ceaf,9634,35
chgc,9638,39
cjad,9652,53
cjib,9656,57
cdgh,9657,58
caeg,9661,62
cffg,9672,73
cgfc,9680,81
cjab,9681,82
cdig,9698,99
cibc,9706,7
cbja,9711,12
cbgg,9725,26
cgbg,9726,27
cifc,9726,27
cghi,9735,36
cfba,9739,40
chee,9742,43
cbhi,9763,64
cggc,9768,69
cigh,9771,72
cjaa,9776,77
ciaj,9780,81
cjia,9780,81
cajh,9782,83
cibd,9788,89
chif,9790,91
cffh,9808,9
cgci,9815,16
chbf,9820,21
cfhj,9823,24
caab,9828,29
cjea,9854,55
cjcg,9856,57
cabf,9864,65
cegb,9869,70
ceih,9870,71
cihc,9875,76
cbgi,9892,93
ccdd,9905,6
chdh,9911,12
cheg,9921,22
cjbf,9934,35
cgec,9947,48
cafa,9949,50
cadc,9953,54
cfhe,9958,59
cffb,9969,70
cedc,9979,80
cjif,9985,86
cjfj,9986,87
dfhh,28,29
dfeh,36,37
djbi,36,37
dddc,54,55
dghe,55,56
dhfi,55,56
dfie,68,69
dbci,72,73
ddgg,75,76
deje,79,80
dbde,93,94
daja,108,9
djjc,111,12
dhde,125,26
daba,151,52
dbad,172,73
dcjb,178,79
dhfg,185,86
debe,187,88
dhdd,204,5
dcia,242,43
dacg,263,64
dfbj,264,65
dfei,271,72
dchg,274,75
dhai,279,80
ddfg,294,95
dibh,299,100
dffa,300,1
dgbe,309,10
degb,313,14
dahc,324,25
dcic,324,25
djdh,328,29
dija,337,38
deed,345,46
dadj,353,54
dgaa,353,54
djca,356,57
ddfi,373,74
dbbh,388,89
dbig,396,97
deeh,397,98
dffe,399,100
dehd,432,33
dfdi,436,37
dhdf,441,42
digc,452,53
dcif,454,55
deac,464,65
dida,466,67
ddje,503,4
dcde,508,9
dcie,525,26
dfai,529,30
dhhi,530,31
dceg,535,36
djdb,547,48
dafe,559,60
dbgj,563,64
dhba,572,73
ddjh,578,79
dbjh,583,84
dcfg,622,23
dcad,640,41
ddcd,644,45
deha,644,45
dgfe,662,63
dcjj,668,69
dhbf,668,69
dgjf,676,77
died,705,6
dgea,708,9
dgbf,721,22
dhgh,724,25
dbgf,732,33
dbii,771,72
dafb,779,80
dbhb,782,83
dggc,789,90
dabe,802,3
dhib,808,9
didg,813,14
dedf,817,18
dfaf,871,72
dace,872,73
dhah,877,78
dhia,892,93
dicf,898,99
dihf,911,12
dbfb,972,73
dhgf,977,78
dhff,978,79
dbhj,1005,6
dhei,1012,13
dach,1037,38
dgdj,1056,57
dife,1062,63
dicc,1079,80
dgcb,1086,87
debf,1089,90
dcjc,1111,12
daih,1128,29
dgaj,1143,44
dcih,1147,48
djbe,1171,72
dcef,1174,75
dcaj,1186,87
dchf,1196,97
decc,1215,16
djge,1221,22
